model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 KA,2018,Automatic,30462,Petrol,149.28445853,58.3,0.0,9110
 Kuga,2018,Manual,21681,Petrol,150.03584156,39.6,1.5,18020
 Kuga,2019,Manual,13246,Diesel,149.68003147,55.1,2.0,19431
 Fiesta,2019,Manual,10113,Petrol,145.0180854,55.9,1.1,11999
 Fiesta,2019,Semi-Auto,3980,Petrol,147.75900947,49.1,1.0,13491
 Kuga,2017,Manual,15722,Diesel,148.15839229,65.4,1.5,14481
 Focus,2017,Manual,17521,Petrol,145.2406321,52.2,2.0,17991
 B-MAX,2018,Manual,12809,Petrol,149.4436448,55.5,1.0,12031
 Focus,2019,Manual,14882,Petrol,152.19952784,60.8,1.0,17502
 Kuga,2019,Manual,1054,Diesel,154.46972948,48.6,2.0,18492
 Kuga,2017,Manual,22092,Diesel,145.00474162,60.5,2.0,13084
 Fiesta,2018,Manual,26641,Petrol,148.36594845,66.2,1.0,10032
 B-MAX,2017,Automatic,24827,Petrol,105.75528585,44.4,1.6,9019
 Focus,2016,Automatic,21641,Petrol,0.0,58.1,1.0,11708
 Focus,2015,Manual,51078,Diesel,20.7454922,68.2,1.6,8021
 Focus,2017,Semi-Auto,12067,Petrol,154.27522101,51.4,1.0,10776
 Fiesta,2019,Semi-Auto,7930,Petrol,148.8614746,48.8,1.0,16249
 Edge,2017,Semi-Auto,17769,Diesel,149.3564426,48.0,2.0,23596
 Fiesta,2017,Automatic,12983,Petrol,0.0,58.4,1.0,11498
 Focus,2016,Manual,14572,Petrol,29.74531912,61.5,1.0,8995
 Kuga,2017,Manual,86170,Diesel,125.56392135,60.2,2.0,9994
 Fiesta,2020,Manual,1678,Petrol,147.7987157,49.6,1.2,25002
 Kuga,2017,Manual,18637,Diesel,134.43058288,61.1,2.0,16624
 Fiesta,2020,Manual,284,Petrol,149.58340353,55.4,1.0,14650
 Kuga,2019,Automatic,967,Petrol,148.16834801,28.7,1.5,21430
 Fiesta,2018,Manual,7932,Petrol,149.34810849,66.3,1.0,10576
 Kuga,2018,Semi-Auto,11663,Diesel,146.55563034,65.2,2.0,17689
 Focus,2018,Semi-Auto,24202,Diesel,146.51085808,51.9,1.5,13311
 Focus,2019,Manual,2384,Petrol,145.97955211,60.6,1.0,15685
 EcoSport,2020,Automatic,2033,Petrol,147.94162736,46.0,1.0,17572
 Focus,2016,Manual,51332,Petrol,134.60061696,52.2,1.5,8750
 Fiesta,2017,Manual,12469,Petrol,0.0,66.4,1.0,9998
 Fiesta,2012,Manual,43794,Petrol,152.73681733,48.7,1.6,4671
 Fiesta,2015,Manual,12221,Petrol,0.0,66.6,1.0,9384
 Fiesta,2017,Automatic,4475,Petrol,149.88563365,58.0,1.0,13838
 Mondeo,2014,Manual,67423,Diesel,78.69651967,66.3,2.0,7972
 Focus,2016,Manual,20330,Petrol,201.19421482,42.0,2.0,16067
 Fiesta,2019,Manual,5260,Petrol,146.68924281,56.2,1.1,10498
 Fiesta,2018,Manual,28457,Petrol,145.73098869,56.4,1.0,10646
 Focus,2015,Manual,32739,Diesel,25.9998922,68.8,2.0,13254
 S-MAX,2017,Manual,44745,Diesel,145.36695799,56.5,2.0,18215
 C-MAX,2016,Automatic,25127,Petrol,20.83338165,44.1,1.6,9347
 Focus,2016,Semi-Auto,25940,Diesel,145.55653483,55.0,2.0,14419
 Focus,2019,Manual,8210,Petrol,147.43709365,59.9,1.0,16000
 Fiesta,2018,Manual,29397,Diesel,146.95709539,65.2,1.5,10246
 Kuga,2015,Manual,17982,Diesel,59.55436962,64.3,2.0,13003
 Fiesta,2019,Manual,13383,Petrol,145.29526794,56.5,1.0,12988
 Fiesta,2017,Manual,20447,Petrol,152.99510631,66.6,1.0,10163
 Focus,2015,Automatic,26867,Diesel,204.94303334,59.6,2.0,13497
 Fiesta,2018,Semi-Auto,22080,Petrol,153.91846151,48.8,1.0,12861
 Fiesta,2014,Manual,51289,Diesel,27.37752358,70.5,1.5,7994
 Fiesta,2018,Manual,17415,Petrol,149.97701226,65.9,1.0,14994
 Galaxy,2017,Semi-Auto,15425,Diesel,202.72796119,43.7,2.0,20379
 Focus,2018,Manual,13033,Petrol,148.85632366,60.7,1.0,15950
 Focus,2018,Manual,12926,Petrol,146.23738176,59.5,1.0,13243
 Focus,2016,Manual,59112,Diesel,0.0,74.3,1.5,8990
 Fiesta,2017,Manual,56508,Petrol,50.88774841,55.0,1.2,6216
 S-MAX,2016,Manual,77202,Diesel,0.0,56.5,2.0,7870
 Focus,2018,Manual,4631,Petrol,149.30249722,41.5,2.0,19542
 B-MAX,2016,Manual,33501,Petrol,50.01510752,58.7,1.0,8993
 Tourneo Custom,2017,Semi-Auto,31163,Diesel,154.33588269,52.9,2.0,17994
 Mondeo,2007,Manual,97154,Diesel,203.06876611,48.4,2.0,2377
 Kuga,2019,Manual,9072,Diesel,147.28261052,38.5,2.0,18608
 Kuga,2018,Manual,26794,Diesel,148.20435387,46.0,2.0,19231
 Fiesta,2018,Manual,24719,Petrol,145.67678183,67.1,1.0,10709
 Focus,2016,Manual,16392,Petrol,22.72166792,61.1,1.0,10482
 EcoSport,2013,Manual,21537,Petrol,186.8306438,44.9,1.5,7491
 Focus,2014,Manual,38057,Petrol,28.90138603,67.8,1.6,9024
 Ka+,2017,Manual,12100,Petrol,146.69247573,58.6,1.2,7940
 Kuga,2016,Manual,22111,Diesel,130.20260799,60.3,2.0,15487
 Focus,2017,Manual,28543,Diesel,0.0,67.4,1.5,11499
 S-MAX,2017,Manual,22898,Diesel,129.82805022,56.5,2.0,16861
 Focus,2017,Automatic,24002,Diesel,0.0,74.3,1.5,10669
 Ka+,2018,Manual,5890,Petrol,146.79394201,43.9,1.2,8996
 Fiesta,2014,Manual,25904,Petrol,0.0,66.1,1.0,6885
 Focus,2014,Manual,19529,Petrol,59.15499813,56.5,1.0,7147
 S-MAX,2017,Manual,36028,Diesel,133.7633065,56.5,2.0,17996
 Galaxy,2017,Automatic,22718,Diesel,146.37454233,53.2,2.0,20285
 EcoSport,2018,Automatic,11861,Petrol,148.5569875,44.3,1.0,16979
 Kuga,2018,Manual,16932,Diesel,148.87624992,55.2,1.5,14579
 Fiesta,2013,Manual,48975,Petrol,87.65621261,55.3,1.2,5888
 Kuga,2017,Semi-Auto,14999,Diesel,148.96412039,65.4,1.5,16928
 KA,2018,Manual,11621,Petrol,153.11891115,57.9,1.2,8411
 Fiesta,2018,Manual,2988,Petrol,145.95723765,66.6,1.0,11826
 Kuga,2018,Manual,12463,Diesel,145.151958,55.0,2.0,18979
 Focus,2013,Manual,67289,Diesel,20.46393419,68.2,1.6,4420
 Fiesta,2018,Manual,13659,Petrol,150.96896216,66.4,1.0,10996
 Ka+,2017,Manual,19452,Petrol,147.07682038,58.4,1.2,7482
 Fiesta,2013,Manual,24753,Diesel,145.24398888,86.2,1.6,7993
 Focus,2018,Manual,3345,Petrol,148.39161262,58.9,1.0,19841
 Mustang,2013,Manual,3410,Petrol,29.89193721,63.3,1.0,9996
 Fiesta,2018,Manual,27029,Petrol,145.29286915,66.6,1.0,9994
 Focus,2018,Manual,23543,Petrol,146.59067502,60.9,1.0,11999
 Focus,2009,Manual,100526,Petrol,55.43529414,56.5,1.0,2887
 Focus,2017,Manual,23530,Petrol,147.66455752,58.4,1.0,13456
 Focus,2017,Manual,5847,Diesel,151.45952653,57.4,1.5,18077
 EcoSport,2017,Manual,12500,Petrol,75.08986026,54.3,1.0,11130
 B-MAX,2013,Manual,33076,Petrol,187.80083516,44.1,1.6,6441
 EcoSport,2017,Manual,8993,Petrol,163.22039016,44.8,1.5,10024
 Fiesta,2018,Manual,5069,Petrol,147.35359292,56.5,1.0,17319
 Focus,2017,Manual,133634,Petrol,26.49150307,60.6,1.0,9517
 KA,2018,Manual,4919,Petrol,150.51479202,57.7,1.2,7918
 Mustang,2016,Manual,20494,Diesel,25.9366943,68.5,2.0,16185
 Focus,2010,Manual,137602,Petrol,200.47393971,41.8,1.6,1825
 Mondeo,2013,Manual,123946,Diesel,0.0,79.1,1.6,5412
 Fiesta,2018,Manual,10170,Petrol,150.56442828,59.0,1.0,13997
 EcoSport,2019,Manual,9295,Diesel,153.9851397,64.7,1.5,17991
 Ka+,2018,Manual,5473,Petrol,151.9964426,58.7,1.2,8500
 Fiesta,2015,Manual,22452,Petrol,131.88558306,54.3,1.2,6504
 Fiesta,2019,Automatic,2005,Diesel,145.77145905,64.2,2.0,17375
 Fiesta,2013,Manual,44148,Petrol,102.96464079,54.6,1.2,6080
 Kuga,2017,Manual,14823,Diesel,148.46259688,54.3,2.0,15506
 Kuga,2017,Manual,10798,Petrol,238.87367992,38.5,1.5,16286
 Focus,2017,Manual,106709,Diesel,24.29495125,68.5,1.6,1807
 Kuga,2016,Manual,23733,Diesel,125.28332071,60.7,2.0,13683
 C-MAX,2016,Automatic,14488,Diesel,164.03362927,39.8,2.0,16236
 Fiesta,2017,Manual,17857,Petrol,147.39944717,66.1,1.0,8916
 Fiesta,2018,Manual,26449,Petrol,146.42267221,66.3,1.0,11500
 Fiesta,2017,Manual,20354,Petrol,147.43396259,63.1,1.0,9211
 Fiesta,2018,Manual,10960,Petrol,151.83878722,66.1,1.0,10653
 Focus,2012,Manual,55887,Diesel,20.07026171,67.7,1.6,6044
 Mondeo,2017,Manual,41024,Diesel,0.0,74.3,1.5,11995
 B-MAX,2013,Manual,39136,Petrol,75.4636804,55.7,1.0,5755
 Mondeo,2015,Automatic,15995,Hybrid,0.0,75.6,1.5,9989
 Fiesta,2019,Manual,9,Petrol,148.33209623,56.5,1.0,13100
 Galaxy,2016,Semi-Auto,34652,Diesel,133.34630848,56.5,2.0,19197
 Fiesta,2013,Manual,53009,Petrol,0.0,67.0,1.0,7041
 Focus,2018,Semi-Auto,22677,Diesel,148.50987137,59.4,1.5,15555
 Fiesta,2013,Manual,30780,Diesel,110.97721114,67.1,1.2,4583
 Mondeo,2019,Manual,7968,Diesel,145.42814474,65.9,2.0,18577
 Kuga,2015,Manual,34587,Diesel,68.89757674,64.5,1.5,12353
 Fiesta,2018,Manual,12940,Petrol,149.10014363,56.5,1.0,11176
 Ka+,2019,Manual,5096,Petrol,147.61875613,49.4,1.2,9998
 Fiesta,2008,Manual,64706,Petrol,0.0,66.3,1.0,6240
 Focus,2008,Automatic,73656,Diesel,202.08686955,47.5,1.8,1040
 Kuga,2013,Automatic,45127,Petrol,375.12876507,36.5,2.5,10999
 Focus,2019,Manual,8931,Diesel,149.10679235,83.8,1.5,15822
 Focus,2018,Manual,12019,Petrol,147.62087185,58.2,1.5,14573
 Fiesta,2015,Manual,38879,Diesel,0.0,78.5,1.5,8277
 C-MAX,2016,Manual,23188,Petrol,53.38393481,55.9,1.0,10680
 Focus,2012,Manual,88729,Diesel,20.58550504,71.3,1.6,5513
 Fiesta,2010,Manual,73556,Petrol,147.05315305,55.5,1.1,4745
 B-MAX,2017,Manual,5072,Petrol,41.38154221,56.1,1.0,11569
 Focus,2010,Manual,61065,Diesel,26.54116472,68.3,1.6,4805
 Fiesta,2014,Manual,38950,Petrol,145.18180727,65.7,1.0,6200
 Focus,2017,Manual,22716,Diesel,29.72913496,70.7,1.5,10426
_RARE_,2016,Manual,10543,Petrol,0.0,65.9,1.0,8290
 Focus,2016,Manual,26344,Petrol,148.56464472,41.9,2.0,15318
 Fiesta,2017,Manual,19732,Petrol,146.19985334,66.2,1.0,10996
 Kuga,2019,Manual,10793,Diesel,146.52826325,55.1,1.5,15727
 Kuga,2018,Manual,28270,Petrol,146.71098997,46.2,1.5,17537
 Kuga,2015,Manual,60235,Diesel,127.68626993,61.3,2.0,9541
 Focus,2017,Manual,2554,Petrol,146.73530799,41.9,2.0,18939
 Fiesta,2018,Manual,26652,Petrol,148.57553,64.0,1.0,11852
 Fiesta,2019,Manual,17789,Petrol,152.48095973,56.5,1.0,14158
 Mondeo,2016,Automatic,15080,Diesel,160.32657787,49.1,2.0,20166
 B-MAX,2013,Manual,33025,Petrol,111.93919371,58.1,1.0,7114
 Fiesta,2017,Manual,13291,Petrol,149.65920375,65.8,1.0,10495
 Focus,2011,Manual,47459,Diesel,235.04211086,39.2,1.6,3210
 Fiesta,2017,Manual,27624,Petrol,129.30779489,54.3,1.2,8236
 Focus,2014,Manual,64412,Diesel,24.13173709,67.3,1.6,7287
 Focus,2015,Manual,122637,Petrol,27.56440331,61.3,1.0,7662
 Focus,2014,Semi-Auto,17055,Petrol,183.55888555,45.1,1.6,6605
 Fiesta,2015,Manual,17813,Petrol,129.4453132,46.2,1.6,6696
 Fiesta,2018,Manual,17822,Petrol,145.6944569,63.0,1.0,10973
 Fiesta,2013,Manual,11072,Petrol,0.0,66.6,1.0,8179
 Fiesta,2018,Manual,49659,Diesel,147.22084273,88.3,1.5,8559
 Fiesta,2017,Manual,20827,Petrol,0.0,65.7,1.0,8683
 Focus,2018,Manual,23162,Petrol,146.3949453,61.2,1.0,11673
 Focus,2019,Manual,6933,Petrol,151.84191933,51.2,1.0,17956
 Focus,2017,Manual,14025,Petrol,145.19749389,51.5,1.0,10496
 Fiesta,2018,Manual,20208,Petrol,152.23037256,65.4,1.1,9692
 Mondeo,2017,Manual,6645,Diesel,97.25955459,65.2,2.0,11499
 Focus,2019,Manual,12389,Petrol,147.49926294,59.3,1.0,15156
 Fiesta,2016,Manual,33895,Diesel,24.51357873,67.5,2.0,11500
 EcoSport,2016,Manual,10347,Petrol,130.13134038,53.6,1.0,9215
 EcoSport,2017,Manual,29403,Petrol,147.76055616,54.2,1.0,9652
 Fiesta,2017,Manual,17392,Petrol,133.42339391,55.1,1.2,7559
 EcoSport,2017,Manual,23271,Petrol,148.00900408,53.5,1.0,9947
 Focus,2018,Manual,9851,Petrol,147.54375572,49.7,1.0,16257
 Fiesta,2015,Manual,23877,Petrol,131.83543793,54.6,1.2,7665
 Focus,2013,Manual,34514,Diesel,22.21472641,68.6,1.6,5980
 Kuga,2017,Manual,11785,Diesel,147.7506517,61.3,2.0,11602
 Fiesta,2016,Manual,8732,Petrol,132.46818633,54.9,1.2,7533
 Fiesta,2019,Manual,4296,Petrol,152.65052219,59.4,1.0,16500
 Fiesta,2017,Manual,24524,Petrol,145.05850648,65.8,1.0,9992
 B-MAX,2016,Manual,16249,Petrol,128.3983865,58.0,1.0,8631
 Focus,2017,Manual,22262,Diesel,27.188284,67.8,2.0,14825
 Kuga,2014,Automatic,45012,Diesel,262.03316957,37.1,2.2,9515
 Kuga,2019,Manual,9072,Petrol,148.16957399,35.5,1.5,18775
 Fiesta,2017,Manual,30303,Petrol,147.01418676,48.0,1.6,11829
 Focus,2015,Manual,30225,Petrol,26.68251489,60.3,1.0,10577
 EcoSport,2019,Semi-Auto,10635,Petrol,154.3197783,46.2,1.0,14896
 B-MAX,2017,Semi-Auto,19629,Petrol,149.08037586,44.6,1.6,8792
 Fiesta,2018,Semi-Auto,18399,Petrol,149.50033372,54.6,1.0,12059
 Fiesta,2017,Manual,12957,Petrol,146.84977545,66.4,1.0,9869
 Fiesta,2018,Manual,6289,Petrol,145.08626277,59.1,1.0,10731
 Fiesta,2017,Manual,28877,Petrol,149.14208713,66.1,1.0,10006
 Kuga,2016,Manual,25151,Diesel,145.24471299,54.9,2.0,14853
 Kuga,2019,Automatic,10087,Diesel,149.00526259,42.4,2.0,34973
 Focus,2019,Automatic,4347,Diesel,149.13727502,85.2,1.5,16011
 Galaxy,2011,Automatic,93840,Diesel,200.85193975,52.6,2.0,7798
 Fiesta,2016,Automatic,6421,Petrol,128.28989746,54.3,1.2,9381
 Fiesta,2017,Manual,20860,Petrol,146.8911744,58.7,1.0,8557
 Focus,2019,Manual,13806,Diesel,145.19256076,82.8,1.5,14168
 Focus,2018,Manual,19535,Petrol,146.18109602,60.2,1.0,11791
 Focus,2019,Manual,8907,Petrol,153.4217955,59.8,1.0,15935
 Ka+,2018,Manual,10,Petrol,145.81286546,49.5,1.2,10551
 Fiesta,2018,Manual,3567,Petrol,145.92027829,66.0,1.0,11999
 Fiesta,2014,Manual,19471,Petrol,148.70338884,65.8,1.0,8193
 Focus,2018,Manual,45657,Petrol,148.67474076,48.6,1.6,8187
 C-MAX,2017,Semi-Auto,10174,Diesel,145.259582,64.3,1.5,11498
 Focus,2015,Manual,33241,Diesel,25.26590685,70.6,2.0,15545
 Focus,2019,Automatic,6308,Diesel,149.94855177,41.1,1.5,18211
 Kuga,2017,Manual,10149,Diesel,33.2673639,65.6,1.5,19462
 Focus,2017,Manual,24001,Diesel,148.85836203,45.4,1.5,11995
 Fiesta,2018,Manual,10314,Petrol,147.16630428,67.0,1.0,11054
 Ka+,2018,Manual,9754,Petrol,146.94753881,47.9,1.2,9265
 Fiesta,2018,Semi-Auto,16899,Petrol,147.90589884,54.6,1.0,11470
 Fiesta,2015,Manual,12922,Petrol,0.0,65.8,1.0,9424
 Focus,2019,Manual,13249,Petrol,146.34806342,50.6,1.0,18710
 Focus,2015,Manual,25822,Petrol,0.0,74.3,1.5,8526
 Focus,2018,Manual,11345,Diesel,147.51022782,74.3,1.5,13738
 Fiesta,2018,Manual,1898,Petrol,146.70130566,66.1,1.0,12402
 Fiesta,2018,Automatic,27439,Petrol,149.87339659,55.1,1.0,12922
 Focus,2017,Manual,22387,Petrol,150.16190273,41.8,2.0,17996
 Focus,2018,Automatic,40749,Diesel,145.30782148,68.7,1.5,16373
 Fiesta,2014,Manual,75250,Petrol,0.0,65.8,1.0,6777
 Fiesta,2018,Manual,21366,Petrol,145.76475689,65.0,1.1,10498
 Fiesta,2020,Manual,2229,Petrol,149.28255566,56.5,1.0,13470
 C-MAX,2017,Semi-Auto,46783,Diesel,163.35444824,60.0,2.0,11999
 Focus,2017,Manual,12022,Petrol,149.34467169,41.6,2.0,17796
 Fiesta,2014,Manual,38200,Petrol,0.0,66.4,1.0,8200
 Focus,2019,Automatic,15648,Petrol,145.14245654,46.4,1.5,16510
 Focus,2016,Manual,22549,Petrol,237.87114426,39.5,1.6,9994
 Fiesta,2017,Manual,14740,Petrol,149.95680828,66.3,1.0,9531
 Fiesta,2015,Manual,33015,Diesel,151.82194935,76.4,1.5,7091
 Fiesta,2014,Manual,40274,Petrol,0.0,66.6,1.0,6911
 Kuga,2013,Manual,39286,Diesel,104.74113558,65.2,2.0,12034
 Focus,2018,Semi-Auto,15160,Petrol,146.56584008,51.5,1.0,14959
 Kuga,2019,Semi-Auto,5028,Diesel,147.45023868,39.0,2.0,23321
 C-MAX,2017,Manual,25608,Diesel,25.46386407,69.0,1.5,9419
 Focus,2016,Semi-Auto,25774,Petrol,160.90776087,45.0,1.5,8664
 Focus,2018,Manual,16386,Petrol,146.8698262,42.0,2.0,17065
 Fiesta,2018,Manual,7329,Petrol,151.60025415,40.3,1.5,15594
 Kuga,2017,Automatic,18359,Petrol,262.80836293,38.6,1.5,12984
 Fiesta,2017,Manual,9166,Petrol,132.69897643,54.9,1.2,8999
 Fiesta,2018,Manual,23933,Petrol,149.98542477,54.3,1.0,11187
 Fiesta,2016,Manual,13294,Petrol,0.0,65.9,1.0,8787
 Fiesta,2018,Manual,18061,Petrol,154.53741864,66.1,1.0,10253
 Mondeo,2019,Manual,9,Diesel,149.7566117,66.0,2.0,20005
 Fiesta,2013,Manual,49946,Petrol,0.0,66.1,1.0,6956
 Focus,2017,Manual,40747,Diesel,154.15296364,84.3,1.5,11466
 Fiesta,2019,Manual,32620,Petrol,147.2119649,40.3,1.5,16011
 Mondeo,2012,Manual,75498,Diesel,260.3445786,37.7,2.0,10993
 Focus,2016,Manual,31911,Petrol,0.0,74.3,1.5,10295
 Mondeo,2016,Manual,80649,Diesel,100.89036943,64.1,2.0,7942
 Grand C-MAX,2017,Manual,1029,Diesel,147.65814594,65.0,1.5,10312
 Fiesta,2015,Manual,25575,Petrol,145.03833823,64.9,1.1,8219
 Fiesta,2019,Manual,12427,Petrol,148.12418235,56.4,1.0,14387
 Focus,2017,Automatic,5384,Petrol,147.15772372,45.0,1.5,15964
 Fiesta,2014,Manual,50075,Petrol,0.0,66.9,1.0,7067
 Focus,2017,Manual,18616,Petrol,146.85445192,41.5,2.0,17406
 Focus,2017,Manual,22202,Petrol,148.88560379,41.8,2.0,16735
 Kuga,2019,Manual,1331,Diesel,149.06078343,48.3,2.0,20639
 Kuga,2013,Manual,126571,Diesel,125.67164411,60.4,2.0,6714
 Kuga,2019,Manual,9895,Diesel,149.58062205,35.5,2.0,19702
 EcoSport,2018,Manual,7050,Petrol,149.40770447,54.5,1.0,12940
 KA,2019,Manual,2684,Petrol,145.13458207,49.5,1.2,13311
 EcoSport,2018,Manual,26173,Petrol,145.45460937,54.4,1.0,10653
 C-MAX,2017,Manual,18492,Diesel,21.32794774,69.9,1.5,11401
 Kuga,2019,Manual,11785,Diesel,146.69644585,38.4,2.0,22494
 Focus,2017,Automatic,38172,Diesel,129.39612535,51.4,2.0,15477
 Fiesta,2018,Manual,15013,Petrol,146.41370532,63.2,1.0,10706
 Fiesta,2016,Manual,40158,Petrol,133.146405,55.2,1.2,6786
 Kuga,2019,Manual,842,Diesel,145.34281148,39.5,2.0,22821
 Focus,2016,Manual,33396,Petrol,131.96999331,52.0,1.0,9996
 Fiesta,2015,Manual,14926,Petrol,134.44490662,54.6,1.2,7309
 Kuga,2015,Manual,22610,Diesel,134.58067428,61.0,2.0,14244
 Focus,2018,Manual,26890,Petrol,148.24484536,62.5,1.0,11035
 EcoSport,2019,Manual,129,Petrol,146.88534755,51.7,1.0,12883
 Kuga,2019,Manual,14035,Diesel,148.21303316,38.3,2.0,16014
 Mustang,2018,Manual,18077,Petrol,147.72969224,57.9,1.0,12942
 Galaxy,2016,Semi-Auto,17865,Diesel,263.31118506,53.2,2.0,15820
 EcoSport,2016,Manual,23142,Petrol,131.80705224,52.9,1.0,10962
 Focus,2017,Manual,50828,Diesel,145.66231327,68.8,1.5,11338
 Fiesta,2017,Manual,27263,Petrol,148.03915073,65.8,1.0,11997
 Focus,2017,Automatic,2974,Petrol,147.58453798,51.9,1.0,19054
 EcoSport,2017,Manual,19205,Diesel,145.6874259,64.5,1.5,9949
 Mondeo,2018,Manual,9719,Diesel,148.62640146,82.3,1.5,13799
 Focus,2019,Manual,6721,Petrol,147.41621669,60.2,1.0,16981
 EcoSport,2017,Manual,10975,Petrol,146.91212796,52.7,1.0,12063
 S-MAX,2016,Automatic,13532,Diesel,149.69437684,56.9,2.0,19503
 S-MAX,2016,Manual,28962,Diesel,128.9556531,56.5,2.0,15761
 Fiesta,2017,Manual,25909,Petrol,147.74686748,66.9,1.0,9971
 S-MAX,2016,Manual,49028,Diesel,130.88309565,56.5,2.0,13626
 Fiesta,2018,Manual,36060,Petrol,147.74220105,65.9,1.0,10967
 Ka+,2018,Manual,8219,Petrol,149.16589795,43.7,1.2,11098
 Focus,2018,Manual,12717,Petrol,146.18482864,61.3,1.0,16997
 Edge,2016,Manual,37825,Diesel,129.80147194,48.2,2.0,19275
 EcoSport,2016,Manual,19728,Diesel,163.33510156,45.5,1.5,10496
 Fiesta,2019,Manual,12210,Petrol,148.30461082,55.9,1.0,14164
 Fiesta,2015,Manual,22809,Petrol,77.57671501,54.9,1.2,6680
 EcoSport,2016,Manual,13066,Petrol,131.05302031,52.7,1.0,10801
 Fiesta,2018,Manual,6219,Petrol,149.51706421,66.3,1.0,10332
 EcoSport,2017,Manual,39422,Diesel,133.56255994,60.1,2.0,9813
 B-MAX,2016,Manual,30242,Petrol,25.63210053,44.5,1.6,8999
 C-MAX,2017,Semi-Auto,20828,Diesel,134.42485316,56.5,2.0,16007
 Fiesta,2017,Manual,16610,Petrol,0.0,66.8,1.0,10717
 Mondeo,2019,Automatic,2694,Petrol,146.18847037,29.7,1.5,17991
 Kuga,2017,Automatic,25082,Diesel,146.39609031,55.3,2.0,13933
 Fiesta,2016,Manual,18733,Petrol,0.0,67.2,1.0,9236
 Fiesta,2018,Manual,13870,Petrol,151.09084203,66.5,1.0,10766
 Focus,2014,Manual,38038,Diesel,147.91783779,68.0,1.6,8763
 Fiesta,2019,Manual,11728,Petrol,146.2103945,59.3,1.0,13999
 Kuga,2018,Automatic,4200,Diesel,149.51805537,57.0,1.5,22080
 Fiesta,2016,Manual,5909,Petrol,147.42709489,48.3,1.6,8940
 Fiesta,2016,Manual,13986,Petrol,0.0,66.8,1.0,9279
 Fiesta,2018,Manual,12657,Petrol,151.80226145,67.2,1.0,10764
 Fiesta,2019,Automatic,2170,Petrol,148.10580829,48.9,1.0,15546
 Kuga,2018,Manual,5804,Petrol,145.24446952,39.5,1.5,16003
 Kuga,2017,Manual,40371,Diesel,129.73782041,60.2,2.0,16251
 Kuga,2016,Automatic,28829,Diesel,148.00593783,54.7,2.0,15949
 EcoSport,2018,Manual,4616,Petrol,147.41659063,55.3,1.0,14306
 Fiesta,2017,Manual,28210,Petrol,0.0,65.8,1.0,9071
 C-MAX,2016,Manual,15360,Petrol,23.66894556,62.7,1.0,11613
 Focus,2017,Automatic,18132,Petrol,148.64481396,46.8,1.5,18384
 Kuga,2016,Manual,34811,Diesel,128.8399547,60.2,2.0,12703
 Focus,2018,Manual,19304,Diesel,145.00949065,68.0,2.0,17581
 Ka+,2018,Manual,4806,Petrol,147.3895546,49.1,1.2,8797
 KA,2018,Manual,11826,Petrol,145.16484084,48.5,1.2,9206
 Fiesta,2017,Manual,14507,Petrol,152.44505717,66.6,1.0,9939
 Fiesta,2018,Manual,16991,Petrol,147.6163422,56.4,1.1,9847
 Focus,2017,Manual,51559,Petrol,145.02195599,55.0,1.0,3138
 Kuga,2019,Semi-Auto,7955,Diesel,146.81020186,42.3,2.0,20226
 Focus,2017,Automatic,26906,Petrol,148.38296064,52.0,1.5,13997
 Kuga,2014,Manual,25907,Diesel,163.7922841,45.7,2.0,12973
 Fiesta,2017,Automatic,3381,Diesel,147.91374026,48.4,2.0,17998
 EcoSport,2018,Manual,11606,Petrol,149.11641037,54.3,1.0,13498
 Ka+,2019,Manual,6302,Petrol,145.28748747,43.5,1.2,11032
 Focus,2019,Manual,1776,Petrol,145.29144298,60.0,1.0,17999
 Ka+,2018,Manual,10171,Petrol,148.51607163,57.7,1.2,8021
 Focus,2018,Manual,21447,Petrol,149.54503852,60.3,1.0,11243
 Fiesta,2017,Manual,23131,Petrol,0.0,66.2,1.0,9608
 Fiesta,2019,Manual,13333,Petrol,149.24867123,55.6,1.0,13986
 Kuga,2015,Manual,46895,Diesel,151.40256564,54.6,2.0,12492
 Kuga,2017,Manual,11871,Diesel,132.02674757,61.3,2.0,16514
 Focus,2017,Semi-Auto,34698,Diesel,0.0,74.3,1.5,10264
 Focus,2019,Manual,11520,Petrol,147.15803616,60.9,1.0,17110
 Fiesta,2018,Automatic,24232,Petrol,145.85134017,55.1,1.0,16503
 S-MAX,2015,Manual,24574,Diesel,129.68225273,56.5,2.0,18128
 EcoSport,2017,Manual,24681,Petrol,171.53638858,45.1,1.5,10365
 Kuga,2017,Manual,37292,Diesel,147.28752305,65.0,1.5,13815
 C-MAX,2017,Automatic,33107,Petrol,141.72160682,44.2,1.6,6109
 Fiesta,2014,Manual,45136,Petrol,0.0,66.2,1.0,6535
 Focus,2015,Manual,42736,Diesel,38.04087583,56.5,1.5,8996
 Fiesta,2018,Manual,23593,Petrol,145.01732076,66.8,1.0,8990
 Focus,2018,Manual,16562,Petrol,146.09224821,58.3,1.0,13173
 Focus,2019,Manual,4516,Petrol,149.98962721,61.2,1.0,17553
 Grand C-MAX,2016,Automatic,12359,Diesel,74.04880599,64.8,2.0,10497
 Focus,2019,Manual,10273,Diesel,145.02354173,74.3,1.5,17231
 Focus,2018,Manual,39688,Petrol,151.87892899,61.3,1.0,10303
 Focus,2017,Semi-Auto,25193,Petrol,148.02915823,52.1,1.0,11419
